id,ingameId,gear,type,set,rank,level,enhance,mainStatType,mainStatValue,gearScore,dScore,sScore,cScore,maxEnhancementRolls,totalEnhancementRolls,hasSpike,hasModified,bestRole,usefulStatCount,slotPreferredStatCount,mainStatPreferred,quality,reason
10372116935,10372116935,Weapon,weapon,SpeedSet,Epic,90,15,Attack,525.0,71.85714285714286,40.857142857142854,31.0,63.857142857142854,2,5,false,false,BRUISER,2,0,false,REVIEW,High Gear Score but incomplete role signal
10377863308,10377863308,Weapon,weapon,SpeedSet,Heroic,90,15,Attack,525.0,57.24509852216748,53.14285714285714,24.0,57.24509852216748,2,4,false,false,DPS,3,0,false,DELETE_CANDIDATE,Low-quality spread with weak role signal
10381511225,10381511225,Helmet,helm,SpeedSet,Heroic,90,15,Health,2835.0,60.79076923076923,56.0,0.0,60.79076923076923,3,4,true,true,DPS,3,0,false,KEEP,Modified substat (safe)
10385571998,10385571998,Weapon,weapon,SpeedSet,Epic,85,15,Attack,500.0,56.8,28.8,28.0,37.8,2,5,false,false,BRUISER,3,0,false,DELETE_CANDIDATE,Low-quality spread with weak role signal
10385928583,10385928583,Boots,boot,SpeedSet,Epic,90,15,Speed,45.0,66.0,13.0,53.0,44.0,2,5,false,false,BRUISER,2,2,true,KEEP,Strong slot/main-stat role fit
10385930761,10385930761,Boots,boot,SpeedSet,Epic,90,15,Speed,45.0,66.0,16.0,50.0,51.0,2,5,false,false,BRUISER,3,2,true,KEEP,Strong slot/main-stat role fit
10393883220,10393883220,Armor,armor,DestructionSet,Epic,88,15,Defense,310.0,61.34285714285714,54.34285714285714,25.0,61.34285714285714,2,5,false,false,BRUISER,4,0,false,REVIEW,Broad role fit with borderline Gear Score
10403179252,10403179252,Boots,boot,DestructionSet,Epic,88,15,AttackPercent,65.0,61.14285714285714,55.14285714285714,20.0,61.14285714285714,3,5,true,false,BRUISER,4,2,false,KEEP,Spike with coherent role fit
10407119035,10407119035,Helmet,helm,DefenseSet,Epic,90,15,Health,2835.0,73.0,31.0,42.0,57.0,2,5,false,false,BRUISER,2,0,false,REVIEW,High Gear Score but incomplete role signal
10419021991,10419021991,Armor,armor,CriticalSet,Epic,88,15,Defense,310.0,61.82857142857142,47.82857142857143,36.0,61.82857142857142,2,5,false,false,BRUISER,4,0,false,REVIEW,Broad role fit with borderline Gear Score
10424816839,10424816839,Ring,ring,DestructionSet,Epic,88,15,AttackPercent,65.0,58.06300366300366,54.51428571428571,20.0,58.06300366300366,2,5,false,true,DPS,3,0,true,KEEP,Modified substat (safe)
10425944742,10425944742,Armor,armor,SpeedSet,Epic,85,15,Defense,300.0,55.57142857142857,44.57142857142857,6.0,50.57142857142857,3,5,true,false,BRUISER,3,0,false,DELETE_CANDIDATE,Low-quality spread with weak role signal
10426270361,10426270361,Necklace,neck,DestructionSet,Epic,88,15,CriticalHitDamagePercent,70.0,56.72769230769231,53.8,18.0,56.72769230769231,3,5,true,true,DPS,3,2,true,KEEP,Modified substat (safe)
10436159844,10436159844,Ring,ring,CriticalSet,Epic,90,15,EffectivenessPercent,65.0,69.6,42.6,27.0,69.6,3,5,true,true,BRUISER,3,2,false,KEEP,Modified substat (safe)
10436907042,10436907042,Armor,armor,CriticalSet,Epic,90,15,Defense,310.0,59.3998275862069,8.0,51.0,59.3998275862069,4,5,true,false,BRUISER,3,0,false,REVIEW,Broad role fit with borderline Gear Score
10442972532,10442972532,Ring,ring,SpeedSet,Epic,88,15,AttackPercent,65.0,71.74285714285715,62.74285714285715,45.0,71.74285714285715,4,5,true,false,BRUISER,4,1,true,KEEP,Exceptional Speed safety rule
10443995974,10443995974,Armor,armor,CriticalSet,Epic,85,15,Defense,300.0,56.08571428571429,31.085714285714285,33.0,56.08571428571429,3,5,true,false,BRUISER,4,0,false,DELETE_CANDIDATE,Low-quality spread with weak role signal
10444338599,10444338599,Armor,armor,CriticalSet,Epic,85,15,Defense,300.0,58.68571428571428,24.685714285714283,12.0,24.685714285714283,2,5,false,false,DPS,2,0,false,REVIEW,Broad role fit with borderline Gear Score
10444799634,10444799634,Weapon,weapon,SpeedSet,Epic,90,15,Attack,525.0,77.0,15.0,44.0,50.0,3,5,true,true,DEBUFFER,2,0,false,KEEP,Modified substat (safe)
10445525562,10445525562,Weapon,weapon,SpeedSet,Epic,85,15,Attack,500.0,53.714285714285715,19.714285714285715,29.0,42.714285714285715,3,5,true,true,BRUISER,3,0,false,KEEP,Modified substat (safe)
10450753196,10450753196,Armor,armor,SpeedSet,Epic,85,15,Defense,300.0,57.51428571428571,34.51428571428571,5.0,39.51428571428571,2,5,false,false,BRUISER,3,0,false,DELETE_CANDIDATE,Low-quality spread with weak role signal
10453722853,10453722853,Helmet,helm,HitSet,Epic,90,15,Health,2835.0,70.14285714285714,37.14285714285714,61.0,70.14285714285714,2,5,false,false,BRUISER,4,0,false,REVIEW,High Gear Score but incomplete role signal
10456875241,10456875241,Armor,armor,SpeedSet,Epic,90,15,Defense,310.0,72.4857142857143,59.48571428571429,22.0,59.48571428571429,2,5,false,false,DPS,3,0,false,REVIEW,High Gear Score but incomplete role signal
10457646518,10457646518,Helmet,helm,CriticalSet,Epic,85,15,Health,2700.0,53.527692307692305,42.6,0.0,45.527692307692305,3,5,true,true,DPS,2,0,false,KEEP,Modified substat (safe)
10460419314,10460419314,Weapon,weapon,PenetrationSet,Epic,88,15,Attack,515.0,74.6,74.6,34.0,74.6,3,5,true,false,DPS,4,0,false,KEEP,Exceptional Speed safety rule
10467414912,10467414912,Weapon,weapon,SpeedSet,Heroic,90,15,Attack,525.0,59.857142857142854,43.857142857142854,44.0,43.857142857142854,3,4,true,false,DPS,3,0,false,REVIEW,Broad role fit with borderline Gear Score
10474215837,10474215837,Ring,ring,SpeedSet,Epic,90,15,EffectivenessPercent,65.0,75.28571428571428,58.285714285714285,23.0,75.28571428571428,3,5,true,false,DEBUFFER,2,1,true,KEEP,Spike with coherent role fit
10474218768,10474218768,Ring,ring,SpeedSet,Epic,90,15,AttackPercent,65.0,63.97714285714286,28.857142857142858,22.0,32.97714285714286,3,5,true,false,DEBUFFER,2,1,false,KEEP,Spike with coherent role fit
10475751616,10475751616,Helmet,helm,PenetrationSet,Epic,88,15,Health,2765.0,58.37721611721612,53.14285714285714,22.0,58.37721611721612,2,5,false,true,DPS,3,0,false,KEEP,Modified substat (safe)
10478178151,10478178151,Ring,ring,SpeedSet,Epic,90,15,AttackPercent,65.0,61.159194139194135,56.457142857142856,32.0,61.159194139194135,4,5,true,true,DPS,3,0,true,KEEP,Modified substat (safe)
10483298697,10483298697,Necklace,neck,SpeedSet,Epic,88,15,CriticalHitDamagePercent,70.0,56.92615384615385,11.200000000000001,42.0,56.92615384615385,4,5,true,false,BRUISER,3,3,true,KEEP,Strong slot/main-stat role fit
10483451565,10483451565,Weapon,weapon,SpeedSet,Epic,90,15,Attack,525.0,74.4,39.4,18.0,39.4,3,5,true,false,DPS,3,0,false,REVIEW,High Gear Score but incomplete role signal
10483886631,10483886631,Armor,armor,PenetrationSet,Epic,88,15,Defense,310.0,71.6,63.6,30.0,71.6,2,5,false,false,BRUISER,4,0,false,REVIEW,High Gear Score but incomplete role signal
10483981672,10483981672,Boots,boot,PenetrationSet,Epic,88,15,Speed,45.0,59.308131868131866,56.114285714285714,0.0,59.308131868131866,3,5,true,true,DPS,3,1,true,KEEP,Modified substat (safe)
10492807808,10492807808,Armor,armor,CriticalSet,Epic,90,15,Defense,310.0,76.4857142857143,53.48571428571429,7.0,60.48571428571429,2,5,false,false,BRUISER,3,0,false,REVIEW,High Gear Score but incomplete role signal
10503538133,10503538133,Weapon,weapon,HitSet,Epic,90,15,Attack,525.0,75.14285714285714,75.14285714285714,26.0,75.14285714285714,2,5,false,false,DPS,4,0,false,REVIEW,High Gear Score but incomplete role signal
10503739949,10503739949,Weapon,weapon,SpeedSet,Epic,85,15,Attack,500.0,57.34285714285714,42.34285714285714,14.0,42.34285714285714,2,5,false,false,DPS,3,0,false,DELETE_CANDIDATE,Low-quality spread with weak role signal
10504586333,10504586333,Weapon,weapon,HitSet,Epic,85,15,Attack,500.0,57.62857142857143,46.62857142857143,19.0,57.62857142857143,2,5,false,true,BRUISER,4,0,false,KEEP,Modified substat (safe)
10507322267,10507322267,Ring,ring,PenetrationSet,Epic,88,15,AttackPercent,65.0,70.6,49.6,53.0,70.6,3,5,true,false,BRUISER,4,1,true,KEEP,Exceptional Speed safety rule
10517457769,10517457769,Weapon,weapon,DestructionSet,Epic,90,15,Attack,525.0,72.17142857142858,72.17142857142858,24.0,72.17142857142858,2,5,false,true,DPS,4,0,false,KEEP,Modified substat (safe)
10517480020,10517480020,Armor,armor,ResistSet,Epic,90,15,Defense,310.0,68.28571428571428,56.285714285714285,36.0,56.285714285714285,3,5,true,false,DPS,2,0,false,KEEP,Exceptional Speed safety rule
10518398876,10518398876,Necklace,neck,PenetrationSet,Epic,88,15,CriticalHitDamagePercent,70.0,70.6,56.6,40.0,70.6,2,5,false,false,BRUISER,3,2,true,KEEP,Strong slot/main-stat role fit
10522028040,10522028040,Armor,armor,SpeedSet,Epic,90,15,Defense,310.0,68.0,30.0,56.0,56.0,3,5,true,false,DEBUFFER,4,0,false,KEEP,Exceptional Speed safety rule
10524215265,10524215265,Weapon,weapon,SpeedSet,Epic,90,15,Attack,525.0,62.11568965517242,32.0,22.0,62.11568965517242,2,5,false,false,BRUISER,3,0,false,REVIEW,Broad role fit with borderline Gear Score
10524410603,10524410603,Armor,armor,CriticalSet,Epic,85,15,Defense,300.0,55.34285714285714,36.34285714285714,19.0,55.34285714285714,3,5,true,false,BRUISER,4,0,false,DELETE_CANDIDATE,Low-quality spread with weak role signal
10524495583,10524495583,Armor,armor,SpeedSet,Epic,90,15,Defense,310.0,73.74285714285713,50.74285714285715,9.0,50.74285714285715,4,5,true,false,DPS,2,0,false,REVIEW,High Gear Score but incomplete role signal
10524920984,10524920984,Helmet,helm,HitSet,Heroic,85,15,Health,2700.0,56.57142857142857,35.57142857142857,37.0,56.57142857142857,2,4,false,true,BRUISER,3,0,false,KEEP,Modified substat (safe)
10525208535,10525208535,Armor,armor,CriticalSet,Epic,90,15,Defense,310.0,67.85714285714286,54.857142857142854,7.0,61.857142857142854,5,5,true,false,BRUISER,3,0,false,REVIEW,High Gear Score but incomplete role signal
10529987001,10529987001,Weapon,weapon,HealthSet,Epic,88,15,Attack,515.0,62.0,20.0,56.0,50.0,3,5,true,false,SUPPORT,3,0,false,REVIEW,Broad role fit with borderline Gear Score
10530538083,10530538083,Helmet,helm,HealthSet,Epic,88,15,Health,2765.0,62.0,16.0,62.0,56.0,3,5,true,false,SUPPORT,4,0,false,REVIEW,Broad role fit with borderline Gear Score
10541516160,10541516160,Boots,boot,CriticalSet,Epic,88,15,Speed,45.0,65.97142857142858,26.97142857142857,39.0,65.97142857142858,2,5,false,false,BRUISER,4,2,true,KEEP,Strong slot/main-stat role fit
10543998301,10543998301,Helmet,helm,HitSet,Heroic,90,15,Health,2835.0,66.0,26.0,66.0,52.0,2,4,false,false,SUPPORT,4,0,false,REVIEW,High Gear Score but incomplete role signal
10544157470,10544157470,Weapon,weapon,LifestealSet,Heroic,90,15,Attack,525.0,56.285714285714285,51.285714285714285,20.0,51.285714285714285,2,4,false,false,DPS,3,0,false,DELETE_CANDIDATE,Low-quality spread with weak role signal
10544160307,10544160307,Helmet,helm,CounterSet,Epic,90,15,Health,2835.0,71.85714285714286,48.85714285714286,16.0,48.85714285714286,2,5,false,false,DPS,3,0,false,REVIEW,High Gear Score but incomplete role signal
10545566072,10545566072,Boots,boot,CounterSet,Heroic,90,15,AttackPercent,65.0,56.67333333333333,25.6,23.0,33.67333333333333,2,4,false,true,DPS,2,0,true,KEEP,Modified substat (safe)
10546805461,10546805461,Armor,armor,HealthSet,Epic,88,15,Defense,310.0,61.0,16.0,61.0,55.0,3,5,true,false,SUPPORT,4,0,false,REVIEW,Broad role fit with borderline Gear Score
10547911333,10547911333,Armor,armor,HitSet,Epic,85,15,Defense,300.0,60.57142857142857,20.57142857142857,56.0,34.57142857142857,3,5,true,false,SUPPORT,3,0,false,REVIEW,Broad role fit with borderline Gear Score
10551727374,10551727374,Helmet,helm,SpeedSet,Epic,90,15,Health,2835.0,58.231208791208786,36.71428571428571,13.0,58.231208791208786,3,5,true,false,BRUISER,2,0,false,REVIEW,Broad role fit with borderline Gear Score
10560948755,10560948755,Weapon,weapon,DestructionSet,Epic,90,15,Attack,525.0,69.57142857142857,60.57142857142857,16.0,60.57142857142857,3,5,true,true,DPS,3,0,false,KEEP,Modified substat (safe)
10560978107,10560978107,Boots,boot,HealthSet,Epic,88,15,Speed,45.0,61.0,0.0,55.0,49.0,3,5,true,false,BRUISER,2,2,true,KEEP,Strong slot/main-stat role fit
10561110807,10561110807,Boots,boot,SpeedSet,Epic,90,15,Speed,45.0,70.6,40.6,30.0,58.6,2,5,false,false,BRUISER,2,1,true,REVIEW,High Gear Score but incomplete role signal
10561112130,10561112130,Boots,boot,SpeedSet,Epic,90,15,Speed,45.0,66.47165024630542,41.14285714285714,0.0,49.471650246305416,2,5,false,false,DPS,2,1,true,REVIEW,High Gear Score but incomplete role signal
10561136522,10561136522,Necklace,neck,AttackSet,Epic,88,15,CriticalHitDamagePercent,70.0,57.8,25.8,32.0,43.8,2,5,false,true,BRUISER,2,2,true,KEEP,Modified substat (safe)
10573785976,10573785976,Helmet,helm,HitSet,Epic,90,15,Health,2835.0,71.0,26.0,54.0,26.0,4,5,true,false,SUPPORT,2,0,false,REVIEW,High Gear Score but incomplete role signal
10577171916,10577171916,Ring,ring,HealthSet,Epic,88,15,HealthPercent,65.0,61.0,24.0,55.0,49.0,3,5,true,false,SUPPORT,3,2,true,KEEP,Strong slot/main-stat role fit
10577624996,10577624996,Ring,ring,CriticalSet,Epic,88,15,AttackPercent,65.0,61.97142857142857,42.971428571428575,35.0,61.97142857142857,2,5,false,false,BRUISER,4,1,true,REVIEW,One core stat with preferred main stat
10577644750,10577644750,Necklace,neck,HealthSet,Epic,88,15,HealthPercent,65.0,61.0,24.0,55.0,49.0,3,5,true,false,SUPPORT,3,1,true,KEEP,Spike with coherent role fit
10582826461,10582826461,Necklace,neck,CounterSet,Epic,90,15,CriticalHitDamagePercent,70.0,69.07741935483871,30.200000000000003,26.0,69.07741935483871,2,5,false,true,BRUISER,2,2,true,KEEP,Modified substat (safe)
10583024863,10583024863,Ring,ring,PenetrationSet,Heroic,90,15,EffectivenessPercent,65.0,62.857142857142854,46.857142857142854,40.0,62.857142857142854,2,4,false,false,BRUISER,4,1,false,REVIEW,Broad role fit with borderline Gear Score
10583362953,10583362953,Boots,boot,SpeedSet,Epic,85,15,AttackPercent,60.0,54.05490147783251,22.857142857142854,25.0,54.05490147783251,3,5,true,false,BRUISER,3,1,false,DELETE_CANDIDATE,Low-quality spread with weak role signal
10590259411,10590259411,Helmet,helm,SpeedSet,Epic,90,15,Health,2835.0,74.0,22.0,74.0,65.0,2,5,false,true,SUPPORT,4,0,false,KEEP,Modified substat (safe)
10595800491,10595800491,Weapon,weapon,CriticalSet,Epic,90,15,Attack,525.0,78.6,51.6,44.0,69.6,2,5,false,false,BRUISER,3,0,false,REVIEW,High Gear Score but incomplete role signal
10595810865,10595810865,Ring,ring,SpeedSet,Epic,90,15,EffectivenessPercent,65.0,70.0,48.0,64.0,70.0,4,5,true,true,BRUISER,3,2,false,KEEP,Modified substat (safe)
10596436784,10596436784,Armor,armor,SpeedSet,Heroic,90,15,Defense,310.0,58.64896551724138,37.6,20.0,41.64896551724138,2,4,false,false,DPS,2,0,false,REVIEW,Broad role fit with borderline Gear Score
10597758157,10597758157,Weapon,weapon,CounterSet,Heroic,90,15,Attack,525.0,64.0,49.0,22.0,49.0,2,4,false,false,DPS,3,0,false,REVIEW,Broad role fit with borderline Gear Score
10608738799,10608738799,Weapon,weapon,SpeedSet,Epic,88,15,Attack,515.0,67.0,59.0,32.0,67.0,3,5,true,false,DPS,3,0,false,REVIEW,High Gear Score but incomplete role signal
10608795373,10608795373,Weapon,weapon,SpeedSet,Epic,88,15,Attack,515.0,76.2,76.2,10.0,76.2,2,5,false,false,DPS,4,0,false,REVIEW,High Gear Score but incomplete role signal
10608998708,10608998708,Weapon,weapon,HitSet,Epic,90,15,Attack,525.0,70.85714285714286,70.85714285714286,24.0,70.85714285714286,2,5,false,false,DPS,4,0,false,REVIEW,High Gear Score but incomplete role signal
10610441866,10610441866,Helmet,helm,SpeedSet,Epic,88,15,Health,2765.0,72.85714285714286,72.85714285714286,18.0,72.85714285714286,2,5,false,false,DPS,4,0,false,REVIEW,High Gear Score but incomplete role signal
10612881868,10612881868,Armor,armor,CriticalSet,Heroic,85,15,Defense,300.0,56.0,14.0,41.0,22.0,2,4,false,true,SUPPORT,3,0,false,KEEP,Modified substat (safe)
10631057089,10631057089,Helmet,helm,DestructionSet,Epic,90,15,Health,2835.0,65.14285714285714,49.14285714285714,22.0,49.14285714285714,3,5,true,true,DPS,3,0,false,KEEP,Modified substat (safe)
10632159120,10632159120,Armor,armor,SpeedSet,Epic,88,15,Defense,310.0,66.71428571428571,47.71428571428571,29.0,66.71428571428571,2,5,false,false,BRUISER,4,0,false,REVIEW,High Gear Score but incomplete role signal
10640395896,10640395896,Boots,boot,SpeedSet,Epic,88,15,Speed,45.0,72.6,55.6,17.0,72.6,2,5,false,false,BRUISER,3,1,true,REVIEW,High Gear Score but incomplete role signal
10647164551,10647164551,Necklace,neck,CriticalSet,Epic,88,15,CriticalHitDamagePercent,70.0,67.4,38.4,53.0,67.4,2,5,false,false,BRUISER,4,3,true,KEEP,Strong slot/main-stat role fit
10652089479,10652089479,Armor,armor,SpeedSet,Epic,90,15,Defense,310.0,65.71428571428572,43.714285714285715,52.0,65.71428571428572,3,5,true,false,BRUISER,4,0,false,KEEP,Exceptional Speed safety rule
10652096436,10652096436,Armor,armor,CriticalSet,Epic,90,15,Defense,310.0,72.71428571428572,37.714285714285715,41.0,37.714285714285715,3,5,true,false,DEBUFFER,2,0,false,KEEP,Exceptional Speed safety rule
10653082884,10653082884,Helmet,helm,LifestealSet,Epic,90,15,Health,2835.0,60.99230769230769,26.0,41.0,44.99230769230769,3,5,true,false,DEBUFFER,3,0,false,REVIEW,Broad role fit with borderline Gear Score
10653232360,10653232360,Necklace,neck,CriticalSet,Epic,85,15,CriticalHitDamagePercent,65.0,50.2,34.2,24.0,50.2,3,5,true,true,BRUISER,3,2,true,KEEP,Modified substat (safe)
10663006046,10663006046,Ring,ring,SpeedSet,Epic,88,15,AttackPercent,65.0,68.85714285714286,48.857142857142854,30.0,68.85714285714286,2,5,false,false,BRUISER,4,1,true,REVIEW,High Gear Score but incomplete role signal
10665676055,10665676055,Ring,ring,SpeedSet,Epic,90,15,EffectivenessPercent,65.0,62.884827586206896,8.0,47.0,62.884827586206896,3,5,true,false,BRUISER,2,2,false,KEEP,Spike with coherent role fit
10672957321,10672957321,Necklace,neck,SpeedSet,Epic,88,15,CriticalHitDamagePercent,70.0,75.2,45.2,40.0,75.2,3,5,true,false,BRUISER,3,2,true,KEEP,Strong slot/main-stat role fit
10679212901,10679212901,Helmet,helm,CounterSet,Epic,90,15,Health,2835.0,70.82857142857142,57.82857142857142,13.0,70.82857142857142,3,5,true,true,BRUISER,3,0,false,KEEP,Modified substat (safe)
10698286121,10698286121,Helmet,helm,SpeedSet,Epic,90,15,Health,2835.0,74.4,66.4,28.0,66.4,3,5,true,true,DPS,3,0,false,KEEP,Modified substat (safe)
10715766472,10715766472,Helmet,helm,SpeedSet,Heroic,90,15,Health,2835.0,64.0,24.0,48.0,64.0,3,4,true,false,BRUISER,4,0,false,REVIEW,Broad role fit with borderline Gear Score
10715766476,10715766476,Helmet,helm,SpeedSet,Epic,85,15,Health,2700.0,53.79230769230769,28.8,8.0,40.792307692307695,3,5,true,false,BRUISER,2,0,false,DELETE_CANDIDATE,Low-quality spread with weak role signal
10715769894,10715769894,Weapon,weapon,SpeedSet,Epic,85,15,Attack,500.0,51.714285714285715,41.714285714285715,12.0,41.714285714285715,3,5,true,true,DPS,3,0,false,KEEP,Modified substat (safe)
10715769898,10715769898,Weapon,weapon,CriticalSet,Epic,90,15,Attack,525.0,68.25714285714285,68.25714285714285,8.0,68.25714285714285,3,5,true,true,DPS,4,0,false,KEEP,Modified substat (safe)
10715812953,10715812953,Necklace,neck,SpeedSet,Epic,90,15,CriticalHitChancePercent,60.0,69.0,16.0,54.0,45.0,3,5,true,false,BRUISER,2,1,true,KEEP,Spike with coherent role fit
10721823759,10721823759,Boots,boot,LifestealSet,Epic,90,15,AttackPercent,65.0,73.28571428571428,44.285714285714285,55.0,73.28571428571428,2,5,false,true,BRUISER,4,3,false,KEEP,Modified substat (safe)
10725787546,10725787546,Ring,ring,CriticalSet,Heroic,85,15,HealthPercent,60.0,51.8,12.8,47.0,27.8,3,4,true,true,SUPPORT,3,2,true,KEEP,Modified substat (safe)
10756305575,10756305575,Armor,armor,DestructionSet,Epic,90,15,Defense,310.0,69.11428571428571,44.114285714285714,33.0,44.114285714285714,2,5,false,true,DPS,3,0,false,KEEP,Modified substat (safe)
10758465122,10758465122,Weapon,weapon,ResistSet,Epic,88,15,Attack,515.0,67.0,16.0,52.0,30.0,2,5,false,false,SUPPORT,3,0,false,REVIEW,High Gear Score but incomplete role signal
10761128002,10761128002,Helmet,helm,ResistSet,Epic,88,15,Health,2765.0,63.0,10.0,63.0,44.0,2,5,false,false,SUPPORT,4,0,false,REVIEW,Broad role fit with borderline Gear Score
10764572007,10764572007,Ring,ring,CounterSet,Heroic,90,15,AttackPercent,65.0,58.857142857142854,30.857142857142854,36.0,50.857142857142854,2,4,false,false,SUPPORT,3,2,false,REVIEW,Multiple slot-preferred stats but incomplete main-stat fit
10780801030,10780801030,Weapon,weapon,CriticalSet,Epic,90,15,Attack,525.0,71.0,23.0,41.0,55.0,3,5,true,false,SUPPORT,2,0,false,REVIEW,High Gear Score but incomplete role signal
10780919836,10780919836,Weapon,weapon,HitSet,Epic,90,15,Attack,525.0,74.4,34.4,40.0,50.4,2,5,false,false,SUPPORT,2,0,false,REVIEW,High Gear Score but incomplete role signal
10787451482,10787451482,Ring,ring,PenetrationSet,Epic,90,15,AttackPercent,65.0,67.08102564102563,24.0,15.0,28.08102564102564,2,5,false,true,DEBUFFER,1,1,false,KEEP,Modified substat (safe)
10787454203,10787454203,Ring,ring,TorrentSet,Epic,90,15,HealthPercent,65.0,63.0,8.0,27.0,21.0,4,5,true,true,SUPPORT,3,2,true,KEEP,Modified substat (safe)
10787455259,10787455259,Necklace,neck,TorrentSet,Epic,90,15,CriticalHitDamagePercent,70.0,68.0,37.0,31.0,52.0,2,5,false,true,BRUISER,2,2,true,KEEP,Modified substat (safe)
10787456133,10787456133,Ring,ring,PenetrationSet,Epic,90,15,AttackPercent,65.0,65.78921658986175,29.02857142857143,30.0,65.78921658986175,3,5,true,true,BRUISER,3,1,true,KEEP,Modified substat (safe)
10787456135,10787456135,Ring,ring,PenetrationSet,Epic,90,15,HealthPercent,65.0,67.57142857142857,34.57142857142857,55.0,49.57142857142857,2,5,false,true,SUPPORT,3,2,true,KEEP,Modified substat (safe)
10787480383,10787480383,Boots,boot,PenetrationSet,Epic,90,15,Speed,45.0,63.57142857142857,12.571428571428571,28.0,40.57142857142857,2,5,false,true,BRUISER,3,2,true,KEEP,Modified substat (safe)
10787482499,10787482499,Boots,boot,TorrentSet,Epic,90,15,Speed,45.0,60.49567765567765,31.542857142857144,0.0,44.49567765567765,2,5,false,false,DPS,2,0,true,REVIEW,Broad role fit with borderline Gear Score
10787482500,10787482500,Boots,boot,TorrentSet,Epic,90,15,Speed,45.0,66.75897435897436,15.0,35.0,59.758974358974356,3,5,true,false,BRUISER,1,1,true,KEEP,Spike with coherent role fit
10787483071,10787483071,Boots,boot,PenetrationSet,Epic,90,15,AttackPercent,65.0,58.55068965517242,28.8,24.0,41.55068965517241,2,5,false,true,DPS,2,1,true,KEEP,Modified substat (safe)
10787483289,10787483289,Boots,boot,PenetrationSet,Epic,90,15,Speed,45.0,69.85714285714286,31.857142857142854,14.0,31.857142857142854,2,5,false,false,DPS,2,1,true,REVIEW,High Gear Score but incomplete role signal
10787483291,10787483291,Boots,boot,PenetrationSet,Epic,90,15,AttackPercent,65.0,62.053772893772894,21.714285714285715,32.0,62.053772893772894,3,5,true,true,BRUISER,3,1,false,KEEP,Modified substat (safe)
10787483293,10787483293,Boots,boot,PenetrationSet,Epic,90,15,AttackPercent,65.0,62.07333333333334,18.0,54.0,55.07333333333334,3,5,true,true,BRUISER,2,2,false,KEEP,Modified substat (safe)
10788006658,10788006658,Armor,armor,ResistSet,Epic,88,15,Defense,310.0,71.0,18.0,71.0,47.0,2,5,false,false,SUPPORT,4,0,false,REVIEW,High Gear Score but incomplete role signal
10789483601,10789483601,Weapon,weapon,HitSet,Epic,85,15,Attack,500.0,59.035147783251226,35.71428571428571,0.0,39.03514778325123,2,5,false,false,DPS,2,0,false,REVIEW,Broad role fit with borderline Gear Score
10789595536,10789595536,Necklace,neck,HealthSet,Epic,90,15,HealthPercent,65.0,58.27551724137931,0.0,31.0,21.275517241379312,2,5,false,true,DEBUFFER,2,1,true,KEEP,Modified substat (safe)
10789603714,10789603714,Necklace,neck,RageSet,Epic,88,15,CriticalHitDamagePercent,70.0,57.571282051282054,54.2,16.0,57.571282051282054,2,5,false,true,DPS,3,2,true,KEEP,Modified substat (safe)
10789610256,10789610256,Ring,ring,SpeedSet,Epic,90,15,AttackPercent,65.0,62.2,27.200000000000003,18.0,27.200000000000003,2,5,false,false,SUPPORT,1,1,false,REVIEW,Borderline statistical quality
10789616373,10789616373,Boots,boot,SpeedSet,Epic,90,15,Speed,45.0,58.27032967032967,50.285714285714285,0.0,58.27032967032967,3,5,true,true,DPS,3,1,true,KEEP,Modified substat (safe)
10789617009,10789617009,Boots,boot,SpeedSet,Epic,90,15,Speed,45.0,55.38908424908425,27.428571428571427,14.0,50.38908424908425,3,5,true,false,BRUISER,2,1,true,KEEP,Spike with coherent role fit
10796031932,10796031932,Necklace,neck,SpeedSet,Epic,85,15,CriticalHitDamagePercent,65.0,58.8,39.8,33.0,58.8,2,5,false,false,BRUISER,3,2,true,KEEP,Strong slot/main-stat role fit
10796052949,10796052949,Boots,boot,SpeedSet,Epic,90,15,Speed,45.0,68.31428571428572,50.31428571428572,18.0,68.31428571428572,2,5,false,true,DPS,3,1,true,KEEP,Modified substat (safe)
10796062598,10796062598,Ring,ring,SpeedSet,Epic,90,15,AttackPercent,65.0,60.89135531135531,34.285714285714285,34.0,60.89135531135531,2,5,false,true,BRUISER,3,1,true,KEEP,Modified substat (safe)
10796063564,10796063564,Ring,ring,SpeedSet,Epic,85,15,DefensePercent,60.0,59.857142857142854,38.857142857142854,29.0,38.857142857142854,3,5,true,false,SUPPORT,2,1,true,KEEP,Spike with coherent role fit
10796064068,10796064068,Ring,ring,SpeedSet,Epic,90,15,EffectivenessPercent,65.0,71.6,45.6,46.0,63.6,2,5,false,false,SUPPORT,3,2,false,KEEP,Strong slot role fit with high Gear Score
10796078964,10796078964,Armor,armor,SpeedSet,Epic,90,15,Defense,310.0,69.0,4.0,69.0,55.0,3,5,true,true,SUPPORT,4,0,false,KEEP,Modified substat (safe)
10796086825,10796086825,Necklace,neck,SpeedSet,Epic,90,15,CriticalHitDamagePercent,70.0,66.0,32.0,50.0,53.0,2,5,false,false,BRUISER,3,2,true,KEEP,Strong slot/main-stat role fit
10796087584,10796087584,Necklace,neck,SpeedSet,Epic,90,15,CriticalHitDamagePercent,70.0,61.6,46.6,16.0,46.6,2,5,false,true,DPS,3,2,true,KEEP,Modified substat (safe)
